stationId,timestamp,aqi,pm25,pm10,no2,so2,co
DPCC_WZ_01,2026-06-25T22:30:00.000Z,177,106.2,407.9,19.5,19.3,343
DPCC_WZ_01,2026-06-25T23:30:00.000Z,175,101.5,375.3,12,20.7,286
DPCC_WZ_01,2026-06-26T00:30:00.000Z,171,94.3,338.1,6.6,21.1,245
DPCC_WZ_01,2026-06-26T01:30:00.000Z,168,88.5,323.2,4.2,19.6,232
DPCC_WZ_01,2026-06-26T02:30:00.000Z,167,86.4,313.9,4.1,17.2,235
DPCC_WZ_01,2026-06-26T03:30:00.000Z,166,84.8,313.9,4.8,15.2,240
DPCC_WZ_01,2026-06-26T04:30:00.000Z,164,80.6,291.5,5.7,13.8,242
DPCC_WZ_01,2026-06-26T05:30:00.000Z,164,79.9,309.2,7.5,12.8,246
DPCC_WZ_01,2026-06-26T06:30:00.000Z,164,80.3,311.1,11.3,12.5,260
DPCC_WZ_01,2026-06-26T07:30:00.000Z,165,83.1,306.4,17.7,13.1,287
DPCC_WZ_01,2026-06-26T08:30:00.000Z,166,85.2,278.5,26,14.5,325
DPCC_WZ_01,2026-06-26T09:30:00.000Z,171,94.5,316.6,35.2,16.3,368
DPCC_WZ_01,2026-06-26T10:30:00.000Z,176,104.1,331.6,46.4,19,419
DPCC_WZ_01,2026-06-26T11:30:00.000Z,181,113.6,332.5,58.5,22,477
DPCC_WZ_01,2026-06-26T12:30:00.000Z,184,118.5,312,66.9,23.8,532
DPCC_WZ_01,2026-06-26T13:30:00.000Z,183,117.3,293.4,68.8,23,583
DPCC_WZ_01,2026-06-26T14:30:00.000Z,182,116.2,283.1,66.9,21,630
DPCC_WZ_01,2026-06-26T15:30:00.000Z,182,115.7,278.5,64.9,19.6,670
DPCC_WZ_01,2026-06-26T16:30:00.000Z,182,116.2,273.8,64.9,19.6,706
DPCC_WZ_01,2026-06-26T17:30:00.000Z,183,118.3,277.5,64.8,20.2,735
DPCC_WZ_01,2026-06-26T18:30:00.000Z,185,122,291.5,61.8,21.3,737
DPCC_WZ_01,2026-06-26T19:30:00.000Z,185,120.6,266.4,53.9,23.5,702
DPCC_WZ_01,2026-06-26T20:30:00.000Z,182,115.7,264.5,43.2,26.2,640
DPCC_WZ_01,2026-06-26T21:30:00.000Z,179,109.4,331.6,32.7,27.3,567
DPCC_WZ_01,2026-06-26T22:30:00.000Z,176,104.1,362.3,22.8,25.4,475
DPCC_WZ_01,2026-06-26T23:30:00.000Z,174,100.1,365.1,13.1,21.8,372
DPCC_WZ_01,2026-06-27T00:30:00.000Z,171,95,328.8,6.2,18.7,299
DPCC_WZ_01,2026-06-27T01:30:00.000Z,170,92.2,309.2,3.5,16.8,278
DPCC_WZ_01,2026-06-27T02:30:00.000Z,169,91.3,312.9,3.6,15.2,287
DPCC_WZ_01,2026-06-27T03:30:00.000Z,168,87.5,309.2,4.5,14.1,299
DPCC_WZ_01,2026-06-27T04:30:00.000Z,166,85.2,308.3,4.8,13.1,308
DPCC_WZ_01,2026-06-27T05:30:00.000Z,166,85,318.5,5.8,12.5,319
DPCC_WZ_01,2026-06-27T06:30:00.000Z,166,83.6,317.6,9.6,12.7,326
DPCC_WZ_01,2026-06-27T07:30:00.000Z,166,85.2,299.9,17.4,13.8,315
DPCC_WZ_01,2026-06-27T08:30:00.000Z,168,88.5,277.5,28,15.7,299
DPCC_WZ_01,2026-06-27T09:30:00.000Z,172,97.1,286.8,39.6,18.1,312
DPCC_WZ_01,2026-06-27T10:30:00.000Z,179,109,309.2,53.3,21.7,377
DPCC_WZ_01,2026-06-27T11:30:00.000Z,185,121.1,334.3,68,26,471
DPCC_WZ_01,2026-06-27T12:30:00.000Z,190,130.4,345.5,78.5,28.7,554
DPCC_WZ_01,2026-06-27T13:30:00.000Z,191,133.6,336.2,81.9,28.7,616
DPCC_WZ_01,2026-06-27T14:30:00.000Z,192,134.6,329.7,81,27.2,666
DPCC_WZ_01,2026-06-27T15:30:00.000Z,193,136,339.9,79.4,25.9,694
DPCC_WZ_01,2026-06-27T16:30:00.000Z,193,136.9,350.2,79.4,25.2,697
DPCC_WZ_01,2026-06-27T17:30:00.000Z,193,136.9,354.8,78.7,24.6,677
DPCC_WZ_01,2026-06-27T18:30:00.000Z,192,135,348.3,73.9,24.7,629
DPCC_WZ_01,2026-06-27T19:30:00.000Z,189,129.9,310.1,62.1,26.3,535
DPCC_WZ_01,2026-06-27T20:30:00.000Z,185,122,305.5,46.2,28.5,414
DPCC_WZ_01,2026-06-27T21:30:00.000Z,179,109.9,353.9,32,29.3,316
DPCC_WZ_01,2026-06-27T22:30:00.000Z,173,99,346.5,21.2,27.4,262
DPCC_WZ_01,2026-06-27T23:30:00.000Z,171,93.6,339,12.1,24.1,230
DPCC_WZ_01,2026-06-28T00:30:00.000Z,166,83.6,264.5,5.7,21,210
DPCC_WZ_01,2026-06-28T01:30:00.000Z,167,85.9,238,3,18.6,195
DPCC_WZ_01,2026-06-28T02:30:00.000Z,159,71.5,202.1,3,16.5,191
DPCC_WZ_01,2026-06-28T03:30:00.000Z,156,64.5,184.4,3.6,14.7,201
DPCC_WZ_01,2026-06-28T04:30:00.000Z,156,64.7,230,3.7,12.9,230
DPCC_WZ_01,2026-06-28T05:30:00.000Z,156,65,230.5,4.4,11.5,272
DPCC_WZ_01,2026-06-28T06:30:00.000Z,157,66.6,242.1,7.4,11.5,313
DPCC_WZ_01,2026-06-28T07:30:00.000Z,160,72.4,250.5,14.1,13.6,352
DPCC_WZ_01,2026-06-28T08:30:00.000Z,164,81.5,263.6,23.2,17.1,390
DPCC_WZ_01,2026-06-28T09:30:00.000Z,169,91.3,298,32.2,20.6,417
DPCC_WZ_01,2026-06-28T10:30:00.000Z,174,99.9,320.4,40.9,24.1,426
DPCC_WZ_01,2026-06-28T11:30:00.000Z,179,110.1,344.6,49.5,27.7,424
DPCC_WZ_01,2026-06-28T12:30:00.000Z,184,119,363.2,56.8,30.2,415
DPCC_WZ_01,2026-06-28T13:30:00.000Z,186,123.4,354.8,62.5,30.8,399
DPCC_WZ_01,2026-06-28T14:30:00.000Z,188,127.6,358.6,66.9,30.3,378
DPCC_WZ_01,2026-06-28T15:30:00.000Z,190,131.3,366.9,69.5,29.8,358
DPCC_WZ_01,2026-06-28T16:30:00.000Z,192,134.1,376.3,69.6,29.6,341
DPCC_WZ_01,2026-06-28T17:30:00.000Z,192,135,377.2,68,29.3,327
DPCC_WZ_01,2026-06-28T18:30:00.000Z,190,131.8,361.4,66.7,29.1,321
